Office,Office (Code),Origin,Field of technology,Year,Patent Count
European Patent Office,EP,Total,34 - Other consumer goods,2021,4463.0
European Patent Office,EP,Total,35 - Civil engineering,2021,4266.0
United States of America,US,Total,"1 - Electrical machinery, apparatus, energy",2021,24947.0
United States of America,US,Total,2 - Audio-visual technology,2021,18832.0
United States of America,US,Total,3 - Telecommunications,2021,10894.0
United States of America,US,Total,4 - Digital communication,2021,37339.0
United States of America,US,Total,5 - Basic communication processes,2021,4333.0
United States of America,US,Total,6 - Computer technology,2021,66405.0
United States of America,US,Total,7 - IT methods for management,2021,11075.0
United States of America,US,Total,8 - Semiconductors,2021,23657.0
United States of America,US,Total,9 - Optics,2021,14196.0
United States of America,US,Total,10 - Measurement,2021,18716.0
United States of America,US,Total,11 - Analysis of biological materials,2021,3158.0
United States of America,US,Total,12 - Control,2021,10108.0
United States of America,US,Total,13 - Medical technology,2021,31037.0
United States of America,US,Total,14 - Organic fine chemistry,2021,7009.0
United States of America,US,Total,15 - Biotechnology,2021,11152.0
United States of America,US,Total,16 - Pharmaceuticals,2021,13971.0
United States of America,US,Total,"17 - Macromolecular chemistry, polymers",2021,4397.0
United States of America,US,Total,18 - Food chemistry,2021,3078.0
United States of America,US,Total,19 - Basic materials chemistry,2021,6154.0
United States of America,US,Total,"20 - Materials, metallurgy",2021,4410.0
United States of America,US,Total,"21 - Surface technology, coating",2021,4761.0
United States of America,US,Total,22 - Micro-structural and nano-technology,2021,571.0
United States of America,US,Total,23 - Chemical engineering,2021,7235.0
United States of America,US,Total,24 - Environmental technology,2021,3494.0
United States of America,US,Total,25 - Handling,2021,8129.0
United States of America,US,Total,26 - Machine tools,2021,5878.0
United States of America,US,Total,"27 - Engines, pumps, turbines",2021,7228.0
United States of America,US,Total,28 - Textile and paper machines,2021,4082.0
United States of America,US,Total,29 - Other special machines,2021,11307.0
United States of America,US,Total,30 - Thermal processes and apparatus,2021,4014.0
United States of America,US,Total,31 - Mechanical elements,2021,7973.0
United States of America,US,Total,32 - Transport,2021,18758.0
United States of America,US,Total,"33 - Furniture, games",2021,8651.0
United States of America,US,Total,34 - Other consumer goods,2021,8058.0
United States of America,US,Total,35 - Civil engineering,2021,9246.0
European Patent Office,EP,Total,"1 - Electrical machinery, apparatus, energy",2022,12679.0
European Patent Office,EP,Total,2 - Audio-visual technology,2022,5658.0
European Patent Office,EP,Total,3 - Telecommunications,2022,4329.0
European Patent Office,EP,Total,4 - Digital communication,2022,14925.0
European Patent Office,EP,Total,5 - Basic communication processes,2022,1064.0
European Patent Office,EP,Total,6 - Computer technology,2022,14654.0
European Patent Office,EP,Total,7 - IT methods for management,2022,2389.0
European Patent Office,EP,Total,8 - Semiconductors,2022,4021.0
European Patent Office,EP,Total,9 - Optics,2022,3953.0
European Patent Office,EP,Total,10 - Measurement,2022,8386.0
European Patent Office,EP,Total,11 - Analysis of biological materials,2022,1581.0
European Patent Office,EP,Total,12 - Control,2022,3691.0
European Patent Office,EP,Total,13 - Medical technology,2022,14172.0
European Patent Office,EP,Total,14 - Organic fine chemistry,2022,4410.0
European Patent Office,EP,Total,15 - Biotechnology,2022,6471.0
European Patent Office,EP,Total,16 - Pharmaceuticals,2022,8475.0
European Patent Office,EP,Total,"17 - Macromolecular chemistry, polymers",2022,3288.0
European Patent Office,EP,Total,18 - Food chemistry,2022,1520.0
European Patent Office,EP,Total,19 - Basic materials chemistry,2022,3826.0
European Patent Office,EP,Total,"20 - Materials, metallurgy",2022,3066.0
European Patent Office,EP,Total,"21 - Surface technology, coating",2022,2399.0
European Patent Office,EP,Total,22 - Micro-structural and nano-technology,2022,273.0
European Patent Office,EP,Total,23 - Chemical engineering,2022,3650.0
European Patent Office,EP,Total,24 - Environmental technology,2022,1812.0
European Patent Office,EP,Total,25 - Handling,2022,4754.0
European Patent Office,EP,Total,26 - Machine tools,2022,3462.0
European Patent Office,EP,Total,"27 - Engines, pumps, turbines",2022,3891.0
European Patent Office,EP,Total,28 - Textile and paper machines,2022,2137.0
European Patent Office,EP,Total,29 - Other special machines,2022,6227.0
European Patent Office,EP,Total,30 - Thermal processes and apparatus,2022,2689.0
European Patent Office,EP,Total,31 - Mechanical elements,2022,4190.0
European Patent Office,EP,Total,32 - Transport,2022,8961.0
European Patent Office,EP,Total,"33 - Furniture, games",2022,3082.0
European Patent Office,EP,Total,34 - Other consumer goods,2022,4412.0
European Patent Office,EP,Total,35 - Civil engineering,2022,4306.0
United States of America,US,Total,"1 - Electrical machinery, apparatus, energy",2022,27568.0
United States of America,US,Total,2 - Audio-visual technology,2022,18504.0
United States of America,US,Total,3 - Telecommunications,2022,10400.0
United States of America,US,Total,4 - Digital communication,2022,37948.0
United States of America,US,Total,5 - Basic communication processes,2022,4381.0
United States of America,US,Total,6 - Computer technology,2022,67041.0
United States of America,US,Total,7 - IT methods for management,2022,11079.0
United States of America,US,Total,8 - Semiconductors,2022,24804.0
United States of America,US,Total,9 - Optics,2022,13489.0
United States of America,US,Total,10 - Measurement,2022,18696.0
United States of America,US,Total,11 - Analysis of biological materials,2022,3031.0
United States of America,US,Total,12 - Control,2022,9597.0
United States of America,US,Total,13 - Medical technology,2022,31331.0
United States of America,US,Total,14 - Organic fine chemistry,2022,7179.0
United States of America,US,Total,15 - Biotechnology,2022,11322.0
United States of America,US,Total,16 - Pharmaceuticals,2022,14817.0
United States of America,US,Total,"17 - Macromolecular chemistry, polymers",2022,4460.0
United States of America,US,Total,18 - Food chemistry,2022,3281.0
United States of America,US,Total,19 - Basic materials chemistry,2022,6313.0
United States of America,US,Total,"20 - Materials, metallurgy",2022,4719.0
United States of America,US,Total,"21 - Surface technology, coating",2022,4892.0
United States of America,US,Total,22 - Micro-structural and nano-technology,2022,517.0
United States of America,US,Total,23 - Chemical engineering,2022,7010.0
United States of America,US,Total,24 - Environmental technology,2022,3544.0
United States of America,US,Total,25 - Handling,2022,8259.0
United States of America,US,Total,26 - Machine tools,2022,5660.0
United States of America,US,Total,"27 - Engines, pumps, turbines",2022,6734.0
United States of America,US,Total,28 - Textile and paper machines,2022,4074.0
United States of America,US,Total,29 - Other special machines,2022,11164.0
United States of America,US,Total,30 - Thermal processes and apparatus,2022,4086.0
United States of America,US,Total,31 - Mechanical elements,2022,7563.0
United States of America,US,Total,32 - Transport,2022,19808.0
United States of America,US,Total,"33 - Furniture, games",2022,8614.0
United States of America,US,Total,34 - Other consumer goods,2022,8161.0
United States of America,US,Total,35 - Civil engineering,2022,9059.0
European Patent Office,EP,Total,"1 - Electrical machinery, apparatus, energy",2023,14373.0
European Patent Office,EP,Total,2 - Audio-visual technology,2023,4947.0
European Patent Office,EP,Total,3 - Telecommunications,2023,4633.0
European Patent Office,EP,Total,4 - Digital communication,2023,17474.0
European Patent Office,EP,Total,5 - Basic communication processes,2023,1138.0
European Patent Office,EP,Total,6 - Computer technology,2023,15320.0
European Patent Office,EP,Total,7 - IT methods for management,2023,2232.0
European Patent Office,EP,Total,8 - Semiconductors,2023,3516.0
European Patent Office,EP,Total,9 - Optics,2023,4238.0
European Patent Office,EP,Total,10 - Measurement,2023,8922.0
European Patent Office,EP,Total,11 - Analysis of biological materials,2023,1609.0
European Patent Office,EP,Total,12 - Control,2023,3574.0
European Patent Office,EP,Total,13 - Medical technology,2023,15103.0
European Patent Office,EP,Total,14 - Organic fine chemistry,2023,4483.0
European Patent Office,EP,Total,15 - Biotechnology,2023,6978.0
European Patent Office,EP,Total,16 - Pharmaceuticals,2023,9267.0
European Patent Office,EP,Total,"17 - Macromolecular chemistry, polymers",2023,3140.0
European Patent Office,EP,Total,18 - Food chemistry,2023,1657.0
European Patent Office,EP,Total,19 - Basic materials chemistry,2023,3788.0
European Patent Office,EP,Total,"20 - Materials, metallurgy",2023,3296.0
European Patent Office,EP,Total,"21 - Surface technology, coating",2023,2639.0
European Patent Office,EP,Total,22 - Micro-structural and nano-technology,2023,237.0
European Patent Office,EP,Total,23 - Chemical engineering,2023,3715.0
European Patent Office,EP,Total,24 - Environmental technology,2023,1790.0
European Patent Office,EP,Total,25 - Handling,2023,4912.0
European Patent Office,EP,Total,26 - Machine tools,2023,3266.0
European Patent Office,EP,Total,"27 - Engines, pumps, turbines",2023,3978.0
European Patent Office,EP,Total,28 - Textile and paper machines,2023,2080.0
European Patent Office,EP,Total,29 - Other special machines,2023,6125.0
European Patent Office,EP,Total,30 - Thermal processes and apparatus,2023,2629.0
European Patent Office,EP,Total,31 - Mechanical elements,2023,3954.0
European Patent Office,EP,Total,32 - Transport,2023,8828.0
European Patent Office,EP,Total,"33 - Furniture, games",2023,2981.0
European Patent Office,EP,Total,34 - Other consumer goods,2023,4588.0
European Patent Office,EP,Total,35 - Civil engineering,2023,4328.0
United States of America,US,Total,"1 - Electrical machinery, apparatus, energy",2023,28979.0
United States of America,US,Total,2 - Audio-visual technology,2023,17604.0
United States of America,US,Total,3 - Telecommunications,2023,10236.0
United States of America,US,Total,4 - Digital communication,2023,40007.0
United States of America,US,Total,5 - Basic communication processes,2023,4371.0
United States of America,US,Total,6 - Computer technology,2023,67733.0
United States of America,US,Total,7 - IT methods for management,2023,11605.0
United States of America,US,Total,8 - Semiconductors,2023,19571.0
United States of America,US,Total,9 - Optics,2023,13025.0
United States of America,US,Total,10 - Measurement,2023,18599.0
United States of America,US,Total,11 - Analysis of biological materials,2023,2911.0
United States of America,US,Total,12 - Control,2023,9413.0
United States of America,US,Total,13 - Medical technology,2023,30841.0
United States of America,US,Total,14 - Organic fine chemistry,2023,7785.0
United States of America,US,Total,15 - Biotechnology,2023,11330.0
United States of America,US,Total,16 - Pharmaceuticals,2023,14526.0
United States of America,US,Total,"17 - Macromolecular chemistry, polymers",2023,4247.0
United States of America,US,Total,18 - Food chemistry,2023,3590.0
United States of America,US,Total,19 - Basic materials chemistry,2023,6503.0
United States of America,US,Total,"20 - Materials, metallurgy",2023,4807.0
United States of America,US,Total,"21 - Surface technology, coating",2023,5000.0
United States of America,US,Total,22 - Micro-structural and nano-technology,2023,501.0
United States of America,US,Total,23 - Chemical engineering,2023,6747.0
United States of America,US,Total,24 - Environmental technology,2023,3380.0
United States of America,US,Total,25 - Handling,2023,8137.0
United States of America,US,Total,26 - Machine tools,2023,5675.0
United States of America,US,Total,"27 - Engines, pumps, turbines",2023,6408.0
United States of America,US,Total,28 - Textile and paper machines,2023,3759.0
United States of America,US,Total,29 - Other special machines,2023,10253.0
United States of America,US,Total,30 - Thermal processes and apparatus,2023,3871.0
United States of America,US,Total,31 - Mechanical elements,2023,7181.0
United States of America,US,Total,32 - Transport,2023,19993.0
