Office,Office (Code),Origin,Field of technology,Year,Patent Count
United States of America,US,Total,16 - Pharmaceuticals,2001,5905.0
United States of America,US,Total,"17 - Macromolecular chemistry, polymers",2001,3843.0
United States of America,US,Total,18 - Food chemistry,2001,1568.0
United States of America,US,Total,19 - Basic materials chemistry,2001,4665.0
United States of America,US,Total,"20 - Materials, metallurgy",2001,3153.0
United States of America,US,Total,"21 - Surface technology, coating",2001,3754.0
United States of America,US,Total,22 - Micro-structural and nano-technology,2001,185.0
United States of America,US,Total,23 - Chemical engineering,2001,4750.0
United States of America,US,Total,24 - Environmental technology,2001,2224.0
United States of America,US,Total,25 - Handling,2001,5713.0
United States of America,US,Total,26 - Machine tools,2001,6036.0
United States of America,US,Total,"27 - Engines, pumps, turbines",2001,6227.0
United States of America,US,Total,28 - Textile and paper machines,2001,5838.0
United States of America,US,Total,29 - Other special machines,2001,6465.0
United States of America,US,Total,30 - Thermal processes and apparatus,2001,2290.0
United States of America,US,Total,31 - Mechanical elements,2001,6391.0
United States of America,US,Total,32 - Transport,2001,9920.0
United States of America,US,Total,"33 - Furniture, games",2001,5908.0
United States of America,US,Total,34 - Other consumer goods,2001,4617.0
United States of America,US,Total,35 - Civil engineering,2001,5562.0
European Patent Office,EP,Total,"1 - Electrical machinery, apparatus, energy",2002,5669.0
European Patent Office,EP,Total,2 - Audio-visual technology,2002,3983.0
European Patent Office,EP,Total,3 - Telecommunications,2002,4582.0
European Patent Office,EP,Total,4 - Digital communication,2002,4174.0
European Patent Office,EP,Total,5 - Basic communication processes,2002,1335.0
European Patent Office,EP,Total,6 - Computer technology,2002,5501.0
European Patent Office,EP,Total,7 - IT methods for management,2002,1271.0
European Patent Office,EP,Total,8 - Semiconductors,2002,2438.0
European Patent Office,EP,Total,9 - Optics,2002,3565.0
European Patent Office,EP,Total,10 - Measurement,2002,4144.0
European Patent Office,EP,Total,11 - Analysis of biological materials,2002,1324.0
European Patent Office,EP,Total,12 - Control,2002,1892.0
European Patent Office,EP,Total,13 - Medical technology,2002,5167.0
European Patent Office,EP,Total,14 - Organic fine chemistry,2002,4149.0
European Patent Office,EP,Total,15 - Biotechnology,2002,3711.0
European Patent Office,EP,Total,16 - Pharmaceuticals,2002,4712.0
European Patent Office,EP,Total,"17 - Macromolecular chemistry, polymers",2002,2405.0
European Patent Office,EP,Total,18 - Food chemistry,2002,946.0
European Patent Office,EP,Total,19 - Basic materials chemistry,2002,2907.0
European Patent Office,EP,Total,"20 - Materials, metallurgy",2002,1795.0
European Patent Office,EP,Total,"21 - Surface technology, coating",2002,1639.0
European Patent Office,EP,Total,22 - Micro-structural and nano-technology,2002,127.0
European Patent Office,EP,Total,23 - Chemical engineering,2002,2734.0
European Patent Office,EP,Total,24 - Environmental technology,2002,1223.0
European Patent Office,EP,Total,25 - Handling,2002,3168.0
European Patent Office,EP,Total,26 - Machine tools,2002,2644.0
European Patent Office,EP,Total,"27 - Engines, pumps, turbines",2002,3090.0
European Patent Office,EP,Total,28 - Textile and paper machines,2002,2860.0
European Patent Office,EP,Total,29 - Other special machines,2002,3411.0
European Patent Office,EP,Total,30 - Thermal processes and apparatus,2002,1203.0
European Patent Office,EP,Total,31 - Mechanical elements,2002,3423.0
European Patent Office,EP,Total,32 - Transport,2002,4733.0
European Patent Office,EP,Total,"33 - Furniture, games",2002,1958.0
European Patent Office,EP,Total,34 - Other consumer goods,2002,1805.0
European Patent Office,EP,Total,35 - Civil engineering,2002,2960.0
United States of America,US,Total,"1 - Electrical machinery, apparatus, energy",2002,18393.0
United States of America,US,Total,2 - Audio-visual technology,2002,18916.0
United States of America,US,Total,3 - Telecommunications,2002,14173.0
United States of America,US,Total,4 - Digital communication,2002,12658.0
United States of America,US,Total,5 - Basic communication processes,2002,5916.0
United States of America,US,Total,6 - Computer technology,2002,29841.0
United States of America,US,Total,7 - IT methods for management,2002,6217.0
United States of America,US,Total,8 - Semiconductors,2002,20180.0
United States of America,US,Total,9 - Optics,2002,16121.0
United States of America,US,Total,10 - Measurement,2002,14332.0
United States of America,US,Total,11 - Analysis of biological materials,2002,2837.0
United States of America,US,Total,12 - Control,2002,5919.0
United States of America,US,Total,13 - Medical technology,2002,16905.0
United States of America,US,Total,14 - Organic fine chemistry,2002,8818.0
United States of America,US,Total,15 - Biotechnology,2002,10028.0
United States of America,US,Total,16 - Pharmaceuticals,2002,10000.0
United States of America,US,Total,"17 - Macromolecular chemistry, polymers",2002,5340.0
United States of America,US,Total,18 - Food chemistry,2002,2194.0
United States of America,US,Total,19 - Basic materials chemistry,2002,6306.0
United States of America,US,Total,"20 - Materials, metallurgy",2002,4333.0
United States of America,US,Total,"21 - Surface technology, coating",2002,5375.0
United States of America,US,Total,22 - Micro-structural and nano-technology,2002,424.0
United States of America,US,Total,23 - Chemical engineering,2002,6493.0
United States of America,US,Total,24 - Environmental technology,2002,2989.0
United States of America,US,Total,25 - Handling,2002,7323.0
United States of America,US,Total,26 - Machine tools,2002,7477.0
United States of America,US,Total,"27 - Engines, pumps, turbines",2002,8030.0
United States of America,US,Total,28 - Textile and paper machines,2002,7747.0
United States of America,US,Total,29 - Other special machines,2002,9132.0
United States of America,US,Total,30 - Thermal processes and apparatus,2002,2569.0
United States of America,US,Total,31 - Mechanical elements,2002,8538.0
United States of America,US,Total,32 - Transport,2002,12954.0
United States of America,US,Total,"33 - Furniture, games",2002,8573.0
United States of America,US,Total,34 - Other consumer goods,2002,5931.0
United States of America,US,Total,35 - Civil engineering,2002,7662.0
European Patent Office,EP,Total,"1 - Electrical machinery, apparatus, energy",2003,5652.0
European Patent Office,EP,Total,2 - Audio-visual technology,2003,4226.0
European Patent Office,EP,Total,3 - Telecommunications,2003,4195.0
European Patent Office,EP,Total,4 - Digital communication,2003,4398.0
European Patent Office,EP,Total,5 - Basic communication processes,2003,1320.0
European Patent Office,EP,Total,6 - Computer technology,2003,5697.0
European Patent Office,EP,Total,7 - IT methods for management,2003,1459.0
European Patent Office,EP,Total,8 - Semiconductors,2003,2427.0
European Patent Office,EP,Total,9 - Optics,2003,3479.0
European Patent Office,EP,Total,10 - Measurement,2003,4504.0
European Patent Office,EP,Total,11 - Analysis of biological materials,2003,1423.0
European Patent Office,EP,Total,12 - Control,2003,1998.0
European Patent Office,EP,Total,13 - Medical technology,2003,5435.0
European Patent Office,EP,Total,14 - Organic fine chemistry,2003,4317.0
European Patent Office,EP,Total,15 - Biotechnology,2003,3790.0
European Patent Office,EP,Total,16 - Pharmaceuticals,2003,4910.0
European Patent Office,EP,Total,"17 - Macromolecular chemistry, polymers",2003,2371.0
European Patent Office,EP,Total,18 - Food chemistry,2003,935.0
European Patent Office,EP,Total,19 - Basic materials chemistry,2003,2851.0
European Patent Office,EP,Total,"20 - Materials, metallurgy",2003,1781.0
European Patent Office,EP,Total,"21 - Surface technology, coating",2003,1727.0
European Patent Office,EP,Total,22 - Micro-structural and nano-technology,2003,169.0
European Patent Office,EP,Total,23 - Chemical engineering,2003,2724.0
European Patent Office,EP,Total,24 - Environmental technology,2003,1272.0
European Patent Office,EP,Total,25 - Handling,2003,3308.0
European Patent Office,EP,Total,26 - Machine tools,2003,2634.0
European Patent Office,EP,Total,"27 - Engines, pumps, turbines",2003,3305.0
European Patent Office,EP,Total,28 - Textile and paper machines,2003,2972.0
European Patent Office,EP,Total,29 - Other special machines,2003,3464.0
European Patent Office,EP,Total,30 - Thermal processes and apparatus,2003,1260.0
European Patent Office,EP,Total,31 - Mechanical elements,2003,3435.0
European Patent Office,EP,Total,32 - Transport,2003,4735.0
European Patent Office,EP,Total,"33 - Furniture, games",2003,1860.0
European Patent Office,EP,Total,34 - Other consumer goods,2003,1790.0
European Patent Office,EP,Total,35 - Civil engineering,2003,2853.0
United States of America,US,Total,"1 - Electrical machinery, apparatus, energy",2003,15968.0
United States of America,US,Total,2 - Audio-visual technology,2003,18135.0
United States of America,US,Total,3 - Telecommunications,2003,14215.0
United States of America,US,Total,4 - Digital communication,2003,14078.0
United States of America,US,Total,5 - Basic communication processes,2003,5531.0
United States of America,US,Total,6 - Computer technology,2003,32580.0
United States of America,US,Total,7 - IT methods for management,2003,5991.0
United States of America,US,Total,8 - Semiconductors,2003,16964.0
United States of America,US,Total,9 - Optics,2003,14949.0
United States of America,US,Total,10 - Measurement,2003,13741.0
United States of America,US,Total,11 - Analysis of biological materials,2003,3703.0
United States of America,US,Total,12 - Control,2003,6020.0
United States of America,US,Total,13 - Medical technology,2003,17065.0
United States of America,US,Total,14 - Organic fine chemistry,2003,9282.0
United States of America,US,Total,15 - Biotechnology,2003,12332.0
United States of America,US,Total,16 - Pharmaceuticals,2003,11348.0
United States of America,US,Total,"17 - Macromolecular chemistry, polymers",2003,5107.0
United States of America,US,Total,18 - Food chemistry,2003,2354.0
United States of America,US,Total,19 - Basic materials chemistry,2003,6375.0
United States of America,US,Total,"20 - Materials, metallurgy",2003,3925.0
United States of America,US,Total,"21 - Surface technology, coating",2003,5319.0
United States of America,US,Total,22 - Micro-structural and nano-technology,2003,447.0
United States of America,US,Total,23 - Chemical engineering,2003,6174.0
United States of America,US,Total,24 - Environmental technology,2003,2697.0
United States of America,US,Total,25 - Handling,2003,6662.0
United States of America,US,Total,26 - Machine tools,2003,6597.0
United States of America,US,Total,"27 - Engines, pumps, turbines",2003,6884.0
United States of America,US,Total,28 - Textile and paper machines,2003,6690.0
United States of America,US,Total,29 - Other special machines,2003,8505.0
United States of America,US,Total,30 - Thermal processes and apparatus,2003,2389.0
United States of America,US,Total,31 - Mechanical elements,2003,6969.0
United States of America,US,Total,32 - Transport,2003,10769.0
United States of America,US,Total,"33 - Furniture, games",2003,7986.0
United States of America,US,Total,34 - Other consumer goods,2003,5518.0
United States of America,US,Total,35 - Civil engineering,2003,6708.0
European Patent Office,EP,Total,"1 - Electrical machinery, apparatus, energy",2004,6172.0
European Patent Office,EP,Total,2 - Audio-visual technology,2004,5216.0
European Patent Office,EP,Total,3 - Telecommunications,2004,4636.0
European Patent Office,EP,Total,4 - Digital communication,2004,5293.0
European Patent Office,EP,Total,5 - Basic communication processes,2004,1526.0
European Patent Office,EP,Total,6 - Computer technology,2004,7020.0
European Patent Office,EP,Total,7 - IT methods for management,2004,1211.0
European Patent Office,EP,Total,8 - Semiconductors,2004,2877.0
European Patent Office,EP,Total,9 - Optics,2004,3767.0
European Patent Office,EP,Total,10 - Measurement,2004,5064.0
European Patent Office,EP,Total,11 - Analysis of biological materials,2004,1518.0
European Patent Office,EP,Total,12 - Control,2004,2313.0
European Patent Office,EP,Total,13 - Medical technology,2004,6905.0
European Patent Office,EP,Total,14 - Organic fine chemistry,2004,5073.0
European Patent Office,EP,Total,15 - Biotechnology,2004,4151.0
European Patent Office,EP,Total,16 - Pharmaceuticals,2004,5921.0
European Patent Office,EP,Total,"17 - Macromolecular chemistry, polymers",2004,2536.0
European Patent Office,EP,Total,18 - Food chemistry,2004,1104.0
European Patent Office,EP,Total,19 - Basic materials chemistry,2004,3171.0
European Patent Office,EP,Total,"20 - Materials, metallurgy",2004,1972.0
European Patent Office,EP,Total,"21 - Surface technology, coating",2004,1994.0
European Patent Office,EP,Total,22 - Micro-structural and nano-technology,2004,198.0
European Patent Office,EP,Total,23 - Chemical engineering,2004,3045.0
European Patent Office,EP,Total,24 - Environmental technology,2004,1353.0
European Patent Office,EP,Total,25 - Handling,2004,3631.0
European Patent Office,EP,Total,26 - Machine tools,2004,2894.0
European Patent Office,EP,Total,"27 - Engines, pumps, turbines",2004,3822.0
European Patent Office,EP,Total,28 - Textile and paper machines,2004,3192.0
European Patent Office,EP,Total,29 - Other special machines,2004,3770.0
European Patent Office,EP,Total,30 - Thermal processes and apparatus,2004,1551.0
European Patent Office,EP,Total,31 - Mechanical elements,2004,3955.0
European Patent Office,EP,Total,32 - Transport,2004,5593.0
European Patent Office,EP,Total,"33 - Furniture, games",2004,2179.0
European Patent Office,EP,Total,34 - Other consumer goods,2004,2150.0
European Patent Office,EP,Total,35 - Civil engineering,2004,3186.0
United States of America,US,Total,"1 - Electrical machinery, apparatus, energy",2004,16776.0
United States of America,US,Total,2 - Audio-visual technology,2004,18993.0
United States of America,US,Total,3 - Telecommunications,2004,15272.0
United States of America,US,Total,4 - Digital communication,2004,15075.0
United States of America,US,Total,5 - Basic communication processes,2004,5358.0
United States of America,US,Total,6 - Computer technology,2004,33870.0
United States of America,US,Total,7 - IT methods for management,2004,5453.0
United States of America,US,Total,8 - Semiconductors,2004,17057.0
United States of America,US,Total,9 - Optics,2004,14297.0
United States of America,US,Total,10 - Measurement,2004,13321.0
United States of America,US,Total,11 - Analysis of biological materials,2004,3022.0
United States of America,US,Total,12 - Control,2004,6102.0
United States of America,US,Total,13 - Medical technology,2004,17178.0
United States of America,US,Total,14 - Organic fine chemistry,2004,9006.0
United States of America,US,Total,15 - Biotechnology,2004,9672.0
United States of America,US,Total,16 - Pharmaceuticals,2004,11183.0
United States of America,US,Total,"17 - Macromolecular chemistry, polymers",2004,4390.0
United States of America,US,Total,18 - Food chemistry,2004,2455.0
United States of America,US,Total,19 - Basic materials chemistry,2004,5853.0
United States of America,US,Total,"20 - Materials, metallurgy",2004,3687.0
United States of America,US,Total,"21 - Surface technology, coating",2004,5557.0
United States of America,US,Total,22 - Micro-structural and nano-technology,2004,493.0
United States of America,US,Total,23 - Chemical engineering,2004,6091.0
United States of America,US,Total,24 - Environmental technology,2004,2745.0
United States of America,US,Total,25 - Handling,2004,6728.0
United States of America,US,Total,26 - Machine tools,2004,6700.0
United States of America,US,Total,"27 - Engines, pumps, turbines",2004,6871.0
United States of America,US,Total,28 - Textile and paper machines,2004,6360.0
United States of America,US,Total,29 - Other special machines,2004,7999.0
United States of America,US,Total,30 - Thermal processes and apparatus,2004,2594.0
United States of America,US,Total,31 - Mechanical elements,2004,7285.0
United States of America,US,Total,32 - Transport,2004,11193.0
United States of America,US,Total,"33 - Furniture, games",2004,8322.0
United States of America,US,Total,34 - Other consumer goods,2004,6055.0
United States of America,US,Total,35 - Civil engineering,2004,7251.0
European Patent Office,EP,Total,"1 - Electrical machinery, apparatus, energy",2005,6146.0
European Patent Office,EP,Total,2 - Audio-visual technology,2005,5609.0
European Patent Office,EP,Total,3 - Telecommunications,2005,4497.0
European Patent Office,EP,Total,4 - Digital communication,2005,5410.0
European Patent Office,EP,Total,5 - Basic communication processes,2005,1350.0
European Patent Office,EP,Total,6 - Computer technology,2005,6932.0
European Patent Office,EP,Total,7 - IT methods for management,2005,1027.0
European Patent Office,EP,Total,8 - Semiconductors,2005,2694.0
European Patent Office,EP,Total,9 - Optics,2005,3398.0
European Patent Office,EP,Total,10 - Measurement,2005,4987.0
European Patent Office,EP,Total,11 - Analysis of biological materials,2005,1405.0
European Patent Office,EP,Total,12 - Control,2005,2153.0
European Patent Office,EP,Total,13 - Medical technology,2005,6971.0
European Patent Office,EP,Total,14 - Organic fine chemistry,2005,4786.0
European Patent Office,EP,Total,15 - Biotechnology,2005,4118.0
European Patent Office,EP,Total,16 - Pharmaceuticals,2005,5910.0
European Patent Office,EP,Total,"17 - Macromolecular chemistry, polymers",2005,2435.0
European Patent Office,EP,Total,18 - Food chemistry,2005,1178.0
European Patent Office,EP,Total,19 - Basic materials chemistry,2005,2967.0
European Patent Office,EP,Total,"20 - Materials, metallurgy",2005,1866.0
European Patent Office,EP,Total,"21 - Surface technology, coating",2005,1904.0
European Patent Office,EP,Total,22 - Micro-structural and nano-technology,2005,202.0
European Patent Office,EP,Total,23 - Chemical engineering,2005,2820.0
European Patent Office,EP,Total,24 - Environmental technology,2005,1324.0
European Patent Office,EP,Total,25 - Handling,2005,3576.0
European Patent Office,EP,Total,26 - Machine tools,2005,2850.0
European Patent Office,EP,Total,"27 - Engines, pumps, turbines",2005,3644.0
European Patent Office,EP,Total,28 - Textile and paper machines,2005,3193.0
European Patent Office,EP,Total,29 - Other special machines,2005,3574.0
European Patent Office,EP,Total,30 - Thermal processes and apparatus,2005,1639.0
European Patent Office,EP,Total,31 - Mechanical elements,2005,3786.0
European Patent Office,EP,Total,32 - Transport,2005,5844.0
European Patent Office,EP,Total,"33 - Furniture, games",2005,2266.0
European Patent Office,EP,Total,34 - Other consumer goods,2005,2293.0
European Patent Office,EP,Total,35 - Civil engineering,2005,3308.0
United States of America,US,Total,"1 - Electrical machinery, apparatus, energy",2005,16796.0
United States of America,US,Total,2 - Audio-visual technology,2005,20067.0
United States of America,US,Total,3 - Telecommunications,2005,14515.0
United States of America,US,Total,4 - Digital communication,2005,14277.0
United States of America,US,Total,5 - Basic communication processes,2005,5487.0
United States of America,US,Total,6 - Computer technology,2005,36962.0
United States of America,US,Total,7 - IT methods for management,2005,5788.0
United States of America,US,Total,8 - Semiconductors,2005,18060.0
United States of America,US,Total,9 - Optics,2005,14331.0
United States of America,US,Total,10 - Measurement,2005,12976.0
United States of America,US,Total,11 - Analysis of biological materials,2005,2751.0
United States of America,US,Total,12 - Control,2005,6184.0
United States of America,US,Total,13 - Medical technology,2005,17274.0
United States of America,US,Total,14 - Organic fine chemistry,2005,8033.0
United States of America,US,Total,15 - Biotechnology,2005,8648.0
United States of America,US,Total,16 - Pharmaceuticals,2005,11030.0
United States of America,US,Total,"17 - Macromolecular chemistry, polymers",2005,3780.0
United States of America,US,Total,18 - Food chemistry,2005,2337.0
United States of America,US,Total,19 - Basic materials chemistry,2005,5319.0
United States of America,US,Total,"20 - Materials, metallurgy",2005,3162.0
United States of America,US,Total,"21 - Surface technology, coating",2005,5601.0
United States of America,US,Total,22 - Micro-structural and nano-technology,2005,404.0
United States of America,US,Total,23 - Chemical engineering,2005,5790.0
United States of America,US,Total,24 - Environmental technology,2005,2616.0
United States of America,US,Total,25 - Handling,2005,6811.0
United States of America,US,Total,26 - Machine tools,2005,6554.0
United States of America,US,Total,"27 - Engines, pumps, turbines",2005,6540.0
United States of America,US,Total,28 - Textile and paper machines,2005,6331.0
United States of America,US,Total,29 - Other special machines,2005,7735.0
United States of America,US,Total,30 - Thermal processes and apparatus,2005,2699.0
United States of America,US,Total,31 - Mechanical elements,2005,6899.0
United States of America,US,Total,32 - Transport,2005,10909.0
United States of America,US,Total,"33 - Furniture, games",2005,8558.0
United States of America,US,Total,34 - Other consumer goods,2005,6247.0
United States of America,US,Total,35 - Civil engineering,2005,7004.0
European Patent Office,EP,Total,"1 - Electrical machinery, apparatus, energy",2006,6714.0
European Patent Office,EP,Total,2 - Audio-visual technology,2006,6073.0
European Patent Office,EP,Total,3 - Telecommunications,2006,4539.0
European Patent Office,EP,Total,4 - Digital communication,2006,6303.0
European Patent Office,EP,Total,5 - Basic communication processes,2006,1320.0
European Patent Office,EP,Total,6 - Computer technology,2006,8148.0
European Patent Office,EP,Total,7 - IT methods for management,2006,1089.0
European Patent Office,EP,Total,8 - Semiconductors,2006,2970.0
European Patent Office,EP,Total,9 - Optics,2006,3606.0
European Patent Office,EP,Total,10 - Measurement,2006,5315.0
European Patent Office,EP,Total,11 - Analysis of biological materials,2006,1437.0
European Patent Office,EP,Total,12 - Control,2006,2193.0
European Patent Office,EP,Total,13 - Medical technology,2006,7662.0
European Patent Office,EP,Total,14 - Organic fine chemistry,2006,5319.0
European Patent Office,EP,Total,15 - Biotechnology,2006,3940.0
European Patent Office,EP,Total,16 - Pharmaceuticals,2006,6534.0
European Patent Office,EP,Total,"17 - Macromolecular chemistry, polymers",2006,2496.0
European Patent Office,EP,Total,18 - Food chemistry,2006,1277.0
European Patent Office,EP,Total,19 - Basic materials chemistry,2006,3177.0
European Patent Office,EP,Total,"20 - Materials, metallurgy",2006,2055.0
European Patent Office,EP,Total,"21 - Surface technology, coating",2006,1953.0
European Patent Office,EP,Total,22 - Micro-structural and nano-technology,2006,193.0
European Patent Office,EP,Total,23 - Chemical engineering,2006,3081.0
European Patent Office,EP,Total,24 - Environmental technology,2006,1437.0
European Patent Office,EP,Total,25 - Handling,2006,3733.0
European Patent Office,EP,Total,26 - Machine tools,2006,3127.0
European Patent Office,EP,Total,"27 - Engines, pumps, turbines",2006,3701.0
European Patent Office,EP,Total,28 - Textile and paper machines,2006,3019.0
European Patent Office,EP,Total,29 - Other special machines,2006,3676.0
European Patent Office,EP,Total,30 - Thermal processes and apparatus,2006,1820.0
European Patent Office,EP,Total,31 - Mechanical elements,2006,3978.0
European Patent Office,EP,Total,32 - Transport,2006,6239.0
European Patent Office,EP,Total,"33 - Furniture, games",2006,2393.0
European Patent Office,EP,Total,34 - Other consumer goods,2006,2367.0
European Patent Office,EP,Total,35 - Civil engineering,2006,3628.0
United States of America,US,Total,"1 - Electrical machinery, apparatus, energy",2006,18335.0
United States of America,US,Total,2 - Audio-visual technology,2006,20064.0
United States of America,US,Total,3 - Telecommunications,2006,15728.0
United States of America,US,Total,4 - Digital communication,2006,12310.0
United States of America,US,Total,5 - Basic communication processes,2006,5581.0
United States of America,US,Total,6 - Computer technology,2006,43072.0
United States of America,US,Total,7 - IT methods for management,2006,4899.0
United States of America,US,Total,8 - Semiconductors,2006,17568.0
United States of America,US,Total,9 - Optics,2006,14366.0
United States of America,US,Total,10 - Measurement,2006,13030.0
United States of America,US,Total,11 - Analysis of biological materials,2006,2398.0
United States of America,US,Total,12 - Control,2006,6189.0
United States of America,US,Total,13 - Medical technology,2006,16595.0
United States of America,US,Total,14 - Organic fine chemistry,2006,8063.0
United States of America,US,Total,15 - Biotechnology,2006,7379.0
United States of America,US,Total,16 - Pharmaceuticals,2006,11416.0
United States of America,US,Total,"17 - Macromolecular chemistry, polymers",2006,3744.0
United States of America,US,Total,18 - Food chemistry,2006,2291.0
United States of America,US,Total,19 - Basic materials chemistry,2006,4634.0
United States of America,US,Total,"20 - Materials, metallurgy",2006,2987.0
United States of America,US,Total,"21 - Surface technology, coating",2006,6904.0
United States of America,US,Total,22 - Micro-structural and nano-technology,2006,198.0
United States of America,US,Total,23 - Chemical engineering,2006,5748.0
United States of America,US,Total,24 - Environmental technology,2006,2756.0
United States of America,US,Total,25 - Handling,2006,7086.0
United States of America,US,Total,26 - Machine tools,2006,6695.0
United States of America,US,Total,"27 - Engines, pumps, turbines",2006,6030.0
United States of America,US,Total,28 - Textile and paper machines,2006,5749.0
United States of America,US,Total,29 - Other special machines,2006,7128.0
United States of America,US,Total,30 - Thermal processes and apparatus,2006,2665.0
United States of America,US,Total,31 - Mechanical elements,2006,6675.0
United States of America,US,Total,32 - Transport,2006,9935.0
United States of America,US,Total,"33 - Furniture, games",2006,9016.0
United States of America,US,Total,34 - Other consumer goods,2006,6063.0
United States of America,US,Total,35 - Civil engineering,2006,7008.0
European Patent Office,EP,Total,"1 - Electrical machinery, apparatus, energy",2007,6913.0
European Patent Office,EP,Total,2 - Audio-visual technology,2007,5837.0
European Patent Office,EP,Total,3 - Telecommunications,2007,4696.0
European Patent Office,EP,Total,4 - Digital communication,2007,6789.0
European Patent Office,EP,Total,5 - Basic communication processes,2007,1308.0
European Patent Office,EP,Total,6 - Computer technology,2007,8161.0
European Patent Office,EP,Total,7 - IT methods for management,2007,1121.0
European Patent Office,EP,Total,8 - Semiconductors,2007,3076.0
European Patent Office,EP,Total,9 - Optics,2007,3831.0
European Patent Office,EP,Total,10 - Measurement,2007,5599.0
European Patent Office,EP,Total,11 - Analysis of biological materials,2007,1411.0
European Patent Office,EP,Total,12 - Control,2007,2257.0
European Patent Office,EP,Total,13 - Medical technology,2007,8581.0
European Patent Office,EP,Total,14 - Organic fine chemistry,2007,5269.0
European Patent Office,EP,Total,15 - Biotechnology,2007,3872.0
European Patent Office,EP,Total,16 - Pharmaceuticals,2007,6970.0
European Patent Office,EP,Total,"17 - Macromolecular chemistry, polymers",2007,2654.0
European Patent Office,EP,Total,18 - Food chemistry,2007,1266.0
European Patent Office,EP,Total,19 - Basic materials chemistry,2007,3348.0
European Patent Office,EP,Total,"20 - Materials, metallurgy",2007,2062.0
European Patent Office,EP,Total,"21 - Surface technology, coating",2007,2045.0
European Patent Office,EP,Total,22 - Micro-structural and nano-technology,2007,230.0
European Patent Office,EP,Total,23 - Chemical engineering,2007,3039.0
European Patent Office,EP,Total,24 - Environmental technology,2007,1563.0
European Patent Office,EP,Total,25 - Handling,2007,4043.0
European Patent Office,EP,Total,26 - Machine tools,2007,3091.0
European Patent Office,EP,Total,"27 - Engines, pumps, turbines",2007,4086.0
European Patent Office,EP,Total,28 - Textile and paper machines,2007,3172.0
European Patent Office,EP,Total,29 - Other special machines,2007,3757.0
European Patent Office,EP,Total,30 - Thermal processes and apparatus,2007,1864.0
European Patent Office,EP,Total,31 - Mechanical elements,2007,4064.0
European Patent Office,EP,Total,32 - Transport,2007,6296.0
European Patent Office,EP,Total,"33 - Furniture, games",2007,2625.0
European Patent Office,EP,Total,34 - Other consumer goods,2007,2502.0
European Patent Office,EP,Total,35 - Civil engineering,2007,3634.0
United States of America,US,Total,"1 - Electrical machinery, apparatus, energy",2007,18334.0
United States of America,US,Total,2 - Audio-visual technology,2007,19059.0
United States of America,US,Total,3 - Telecommunications,2007,15661.0
United States of America,US,Total,4 - Digital communication,2007,12604.0
United States of America,US,Total,5 - Basic communication processes,2007,5681.0
United States of America,US,Total,6 - Computer technology,2007,44275.0
United States of America,US,Total,7 - IT methods for management,2007,5429.0
United States of America,US,Total,8 - Semiconductors,2007,17921.0
United States of America,US,Total,9 - Optics,2007,14059.0
United States of America,US,Total,10 - Measurement,2007,13087.0
United States of America,US,Total,11 - Analysis of biological materials,2007,2209.0
United States of America,US,Total,12 - Control,2007,6504.0
United States of America,US,Total,13 - Medical technology,2007,17539.0
United States of America,US,Total,14 - Organic fine chemistry,2007,7659.0
United States of America,US,Total,15 - Biotechnology,2007,6450.0
United States of America,US,Total,16 - Pharmaceuticals,2007,10877.0
United States of America,US,Total,"17 - Macromolecular chemistry, polymers",2007,3724.0
United States of America,US,Total,18 - Food chemistry,2007,2237.0
United States of America,US,Total,19 - Basic materials chemistry,2007,4448.0
United States of America,US,Total,"20 - Materials, metallurgy",2007,2895.0
United States of America,US,Total,"21 - Surface technology, coating",2007,6689.0
United States of America,US,Total,22 - Micro-structural and nano-technology,2007,186.0
United States of America,US,Total,23 - Chemical engineering,2007,5570.0
United States of America,US,Total,24 - Environmental technology,2007,2868.0
United States of America,US,Total,25 - Handling,2007,6986.0
United States of America,US,Total,26 - Machine tools,2007,6224.0
United States of America,US,Total,"27 - Engines, pumps, turbines",2007,6052.0
United States of America,US,Total,28 - Textile and paper machines,2007,5416.0
United States of America,US,Total,29 - Other special machines,2007,6543.0
United States of America,US,Total,30 - Thermal processes and apparatus,2007,2584.0
United States of America,US,Total,31 - Mechanical elements,2007,6630.0
United States of America,US,Total,32 - Transport,2007,9626.0
United States of America,US,Total,"33 - Furniture, games",2007,9200.0
United States of America,US,Total,34 - Other consumer goods,2007,5630.0
United States of America,US,Total,35 - Civil engineering,2007,6690.0
European Patent Office,EP,Total,"1 - Electrical machinery, apparatus, energy",2008,7502.0
European Patent Office,EP,Total,2 - Audio-visual technology,2008,5695.0
European Patent Office,EP,Total,3 - Telecommunications,2008,4783.0
European Patent Office,EP,Total,4 - Digital communication,2008,7511.0
European Patent Office,EP,Total,5 - Basic communication processes,2008,1223.0
European Patent Office,EP,Total,6 - Computer technology,2008,8466.0
European Patent Office,EP,Total,7 - IT methods for management,2008,1211.0
European Patent Office,EP,Total,8 - Semiconductors,2008,3344.0
European Patent Office,EP,Total,9 - Optics,2008,3696.0
European Patent Office,EP,Total,10 - Measurement,2008,6178.0
European Patent Office,EP,Total,11 - Analysis of biological materials,2008,1499.0
European Patent Office,EP,Total,12 - Control,2008,2319.0
European Patent Office,EP,Total,13 - Medical technology,2008,9370.0
European Patent Office,EP,Total,14 - Organic fine chemistry,2008,5399.0
European Patent Office,EP,Total,15 - Biotechnology,2008,4151.0
